Ausfuhr: Gewicht
26949714.4
28743462.5
28788871.9
28842110.7
29448360.1
29721555.1
29727664.3
30157348.9
30276375.1
30678772.0
30737514.9
30924668.7
31353964.4
31642832.4
31715035.3
31797284.3
31829066.3
32056433.8
32409152.4
32500767.5
32505044.0
32540850.3
32671172.0
32792374.6
32833659.5
33087150.7
33268551.9
33280319.1
33340253.3
33366893.1
33476313.4
34289918.8
34315195.6
34663885.0
34919155.2
35493894.8
35664280.5
35688188.0
35788181.7
35992951.5
36050785.9
36149463.0
36532402.9
36597367.1
37095968.4
37137523.7
37243230.5
37544373.5
37697758.8
39170837.8
