Mittelwert,Median,Spannweite,Stichprobenvarianz,Variationskoeffizient,Mittlere Abweichung vom Median,Q1,Q3
33229977.992000002,32960405.1,12221123.399999999,7912870352629.446,0.08465195091099478,2284215.7759999996,31426181.4,35682211.125
